"","part_id","frequency_multi","n","cont_id","phys_contact","cnt_age_est_min","cnt_age_est_max","cnt_age_exact"
"25521",2128639,"daily",3,212860108,1,35,44,NA
"32741",2128639,"daily",3,212860109,1,1,4,NA
"114722",2128640,"daily",3,212860111,1,35,44,NA
"25522",2128640,"daily",3,212860112,1,1,4,NA
"32742",2128640,"daily",3,212860110,1,35,39,NA
"114723",2128641,"daily",3,212860113,1,35,39,NA
"25523",2128641,"daily",3,212860114,1,35,44,NA
"32743",2128641,"daily",3,212860115,1,1,4,NA
"114724",2128643,"daily",3,212860116,1,35,39,NA
"25524",2128643,"daily",3,212860117,1,35,44,NA
"32744",2128643,"daily",3,212860118,1,1,4,NA
"114725",2128709,"daily",1,212870001,1,25,34,NA
"114726",2128711,"daily",1,212870002,1,25,34,NA
"114727",2128712,"daily",1,212870001,1,25,34,NA
"114728",2128713,"daily",1,212870003,1,25,34,NA
"114729",2128714,"daily",1,212870004,1,25,34,NA
"114730",2128716,"daily",1,212870005,1,25,34,NA
"114731",2128718,"daily",1,212870006,1,25,34,NA
"114732",2128720,"daily",1,212870007,1,25,34,NA
"114733",2128721,"a few times a year",1,212870011,1,25,34,NA
"25525",2128721,"daily",1,212870009,1,25,34,NA
"32745",2128721,"monthly",1,212870010,1,25,34,NA
"114734",2128723,"daily",1,212870012,1,25,34,NA
"114735",2128724,"daily",1,212870013,1,25,34,NA
"25526",2128724,"monthly",1,212870014,1,25,34,NA
"114736",2128726,"daily",1,212870015,1,25,34,NA
"114737",2128732,"daily",1,212870017,1,25,34,NA
"114738",2128909,"daily",1,212890001,1,45,54,NA
"114739",2128913,"daily",1,212890001,1,45,54,NA
"114740",2129109,"daily",1,212910026,1,35,44,NA
"114741",2129111,"daily",1,212910027,1,35,44,NA
"114742",2129112,"daily",1,212910001,1,35,44,NA
"114743",2129113,"daily",1,212910037,1,35,44,NA
"114744",2129118,"daily",1,212910038,1,35,44,NA
"114745",2129119,"daily",1,212910039,1,35,44,NA
"114746",2129120,"daily",1,212910040,1,35,44,NA
"114747",2129122,"daily",1,212910042,1,35,44,NA
"114748",2129123,"daily",2,212910058,1,35,44,NA
"25527",2129123,"daily",2,212910059,1,25,34,NA
"114749",2129127,"daily",1,212910069,1,35,44,NA
"114750",2129129,"daily",1,212910070,1,35,44,NA
"114751",2129132,"daily",1,212910071,1,35,44,NA
"114752",2129133,"daily",1,212910073,1,35,44,NA
"114753",2129134,"daily",1,212910074,1,35,44,NA
"114754",2129135,"daily",1,212910075,1,35,44,NA
"114755",2129137,"daily",1,212910076,1,35,44,NA
"114756",2129138,"daily",1,212910078,1,35,44,NA
"114757",2129139,"daily",1,212910079,1,35,44,NA
"114758",2129141,"daily",1,212910081,1,35,44,NA
"114759",2129214,"daily",1,212920001,1,25,34,NA
"114760",2129215,"daily",1,212920004,1,25,34,NA
"114761",2129309,"daily",1,212930001,1,25,34,NA
"114762",2129319,"daily",1,212930001,1,25,34,NA
"114763",2129322,"daily",1,212930034,1,25,34,NA
"114764",2129509,"daily",1,212950001,1,45,54,NA
"114765",2129510,"daily",1,212950002,1,45,54,NA
"25528",2129510,"monthly",2,212950011,1,45,54,NA
"32746",2129510,"monthly",2,212950004,1,25,34,NA
"114766",2129709,"weekly",1,212970001,1,35,44,NA
"114767",2129710,"weekly",1,212970002,1,35,44,NA
"114768",2129718,"weekly",1,212970004,1,35,44,NA
"114769",2129739,"daily",1,212970012,1,35,44,NA
"114770",2129819,"first time",1,212980004,1,35,44,NA
"114771",2129909,"daily",1,212990001,1,20,24,NA
"114772",2129911,"daily",1,212990002,1,20,24,NA
"114773",2129912,"daily",1,212990001,1,20,24,NA
"114774",2129913,"daily",1,212990010,1,20,24,NA
"114775",2129914,"daily",1,212990013,1,20,24,NA
"114776",2129915,"daily",1,212990020,1,25,34,NA
"114777",2129916,"daily",1,212990024,1,25,34,NA
"114778",2129917,"daily",1,212990030,1,25,34,NA
"114779",2129918,"daily",1,212990038,1,25,34,NA
"114780",2129919,"daily",1,212990043,1,25,34,NA
"114781",2129920,"daily",1,212990048,1,25,34,NA
"114782",2129921,"daily",1,212990067,1,25,34,NA
"114783",2129922,"daily",1,212990076,1,25,34,NA
"114784",2129925,"daily",1,212990165,1,25,34,NA
"114785",2129928,"daily",1,212990177,1,25,34,NA
"114786",2130009,"daily",3,213000042,1,16,17,NA
"25529",2130009,"daily",3,213000047,1,NA,NA,NA
"32747",2130009,"daily",3,213000044,1,35,44,NA
"114787",2130011,"daily",2,213000046,1,NA,NA,NA
"25530",2130011,"daily",2,213000045,1,35,44,NA
"114788",2130109,"daily",1,213010022,1,25,34,NA
"114789",2130110,"daily",1,213010023,1,25,34,NA
"114790",2130111,"daily",1,213010024,1,25,34,NA
"114791",2130113,"daily",1,213010001,1,25,34,NA
"114792",2130118,"daily",1,213010003,1,25,34,NA
"114793",2130119,"daily",1,213010007,1,25,34,NA
"114794",2130209,"daily",1,213020001,1,25,34,NA
"114795",2130312,"daily",1,213030002,1,1,4,NA
"114796",2130313,"daily",2,213030003,1,25,29,NA
"25531",2130313,"daily",2,213030004,1,25,34,NA
"114797",2130314,"daily",2,213030006,1,25,34,NA
"25532",2130314,"daily",2,213030005,1,25,29,NA
"114798",2130315,"daily",2,213030007,1,25,29,NA
"25533",2130315,"daily",2,213030008,1,25,34,NA
"114799",2130318,"daily",2,213030009,1,25,29,NA
"25534",2130318,"daily",2,213030010,1,25,34,NA
"114800",2130321,"daily",2,213030011,1,25,29,NA
"25535",2130321,"daily",2,213030012,1,25,34,NA
"114801",2130322,"daily",2,213030013,1,25,29,NA
"25536",2130322,"daily",2,213030014,1,25,34,NA
"114802",2130325,"daily",2,213030015,1,25,29,NA
"25537",2130325,"daily",2,213030016,1,25,34,NA
"114803",2130327,"daily",1,213030018,1,25,34,NA
"114804",2130328,"daily",2,213030020,1,25,34,NA
"25538",2130328,"daily",2,213030019,1,25,29,NA
"114805",2130329,"daily",2,213030021,1,25,29,NA
"25539",2130329,"daily",2,213030022,1,1,4,NA
"114806",2130330,"daily",2,213030023,1,25,29,NA
"25540",2130330,"daily",2,213030024,1,25,34,NA
"114807",2130332,"daily",2,213030025,1,25,29,NA
"25541",2130332,"daily",2,213030026,1,25,34,NA
"114808",2130334,"daily",2,213030027,1,25,29,NA
"25542",2130334,"daily",2,213030028,1,25,34,NA
"114809",2130335,"daily",2,213030029,1,25,29,NA
"25543",2130335,"daily",2,213030030,1,1,4,NA
"114810",2130337,"daily",2,213030031,1,25,29,NA
"25544",2130337,"daily",2,213030032,1,25,34,NA
"114811",2130338,"daily",2,213030034,1,25,34,NA
"25545",2130338,"daily",2,213030033,1,25,29,NA
"114812",2130339,"daily",2,213030035,1,25,29,NA
"25546",2130339,"daily",2,213030036,1,25,34,NA
"114813",2130340,"daily",2,213030037,1,25,29,NA
"25547",2130340,"daily",2,213030038,1,25,34,NA
"114814",2130341,"daily",2,213030039,1,25,29,NA
"25548",2130341,"daily",2,213030040,1,25,34,NA
"114815",2130343,"daily",2,213030041,1,25,29,NA
"25549",2130343,"daily",2,213030042,1,1,4,NA
"114816",2130412,"a few times a year",1,213040005,1,25,34,NA
"25550",2130412,"daily",3,213040001,1,30,34,NA
"32748",2130412,"daily",3,213040002,1,25,34,NA
"4958",2130412,"daily",3,213040003,1,5,11,NA
"5383",2130412,"monthly",3,213040004,1,25,34,NA
"6171",2130412,"monthly",3,213040006,1,1,4,NA
"7111",2130412,"monthly",3,213040007,1,0,1,NA
"114817",2130413,"daily",3,213040008,1,30,34,NA
"25551",2130413,"daily",3,213040009,1,25,34,NA
"32749",2130413,"daily",3,213040010,1,5,11,NA
"4959",2130413,"weekly",3,213040011,1,25,34,NA
"5384",2130413,"weekly",3,213040012,1,20,24,NA
"6172",2130413,"weekly",3,213040013,1,20,24,NA
"114818",2130416,"daily",3,213040014,1,30,34,NA
"25552",2130416,"daily",3,213040015,1,35,44,NA
"32750",2130416,"daily",3,213040016,1,5,11,NA
"4960",2130416,"weekly",1,213040017,1,55,64,NA
"114819",2130418,"daily",3,213040019,1,35,44,NA
"25553",2130418,"daily",3,213040020,1,5,11,NA
"32751",2130418,"daily",3,213040018,1,30,34,NA
"4961",2130418,"weekly",5,213040021,1,45,54,NA
"5385",2130418,"weekly",5,213040023,1,20,24,NA
"6173",2130418,"weekly",5,213040024,1,25,34,NA
"7112",2130418,"weekly",5,213040025,1,20,24,NA
"866",2130418,"weekly",5,213040022,1,20,24,NA
"114820",2130419,"daily",3,213040027,1,35,44,NA
"25554",2130419,"daily",3,213040028,1,5,11,NA
"32752",2130419,"daily",3,213040026,1,30,34,NA
"114821",2130420,"daily",3,213040031,1,5,11,NA
"25555",2130420,"daily",3,213040030,1,35,44,NA
"32753",2130420,"daily",3,213040029,1,30,34,NA
"4962",2130420,"weekly",3,213040033,1,25,34,NA
"5386",2130420,"weekly",3,213040034,1,20,24,NA
"6174",2130420,"weekly",3,213040032,1,25,34,NA
"114822",2130422,"daily",3,213040037,1,5,11,NA
"25556",2130422,"daily",3,213040035,1,30,34,NA
"32754",2130422,"daily",3,213040036,1,35,44,NA
"4963",2130422,"weekly",1,213040038,1,55,64,NA
"114823",2130425,"daily",3,213040041,1,5,11,NA
"25557",2130425,"daily",3,213040039,1,30,34,NA
"32755",2130425,"daily",3,213040040,1,35,44,NA
"114824",2130434,"a few times a year",1,213040046,1,25,34,NA
"25558",2130434,"daily",3,213040044,1,5,11,NA
"32756",2130434,"daily",3,213040042,1,35,39,NA
"4964",2130434,"daily",3,213040043,1,35,44,NA
"5387",2130434,"monthly",5,213040050,1,65,69,NA
"6175",2130434,"monthly",5,213040045,1,55,64,NA
"7113",2130434,"monthly",5,213040047,1,25,34,NA
"867",2130434,"monthly",5,213040048,1,1,4,NA
"936",2130434,"monthly",5,213040049,1,1,4,NA
"114825",2130437,"daily",3,213040051,1,35,39,NA
"25559",2130437,"daily",3,213040052,1,35,44,NA
"32757",2130437,"daily",3,213040053,1,5,11,NA
"4965",2130437,"weekly",3,213040054,1,35,44,NA
"5388",2130437,"weekly",3,213040055,1,20,24,NA
"6176",2130437,"weekly",3,213040056,1,20,24,NA
"114826",2130438,"daily",3,213040058,1,35,44,NA
"25560",2130438,"daily",3,213040059,1,5,11,NA
"32758",2130438,"daily",3,213040057,1,35,39,NA
"4966",2130438,"monthly",2,213040061,1,1,4,NA
"5389",2130438,"monthly",2,213040063,1,5,9,NA
"114827",2130443,"daily",3,213040065,1,35,44,NA
"25561",2130443,"daily",3,213040066,1,5,11,NA
"32759",2130443,"daily",3,213040064,1,35,39,NA
"4967",2130443,"monthly",5,213040067,1,55,64,NA
"5390",2130443,"monthly",5,213040070,1,65,69,NA
"6177",2130443,"monthly",5,213040071,1,5,9,NA
"7114",2130443,"monthly",5,213040072,1,1,4,NA
"868",2130443,"monthly",5,213040068,1,25,34,NA
"114828",2130514,"daily",1,213050001,1,40,44,NA
"114829",2130515,"daily",1,213050002,1,40,44,NA
"114830",2130518,"daily",1,213050332,1,40,44,NA
"25562",2130518,"monthly",1,213050333,1,45,54,NA
"114831",2130609,"weekly",1,213060002,1,25,34,NA
"114832",2130611,"weekly",1,213060001,1,25,34,NA
"114833",2130612,"weekly",1,213060001,1,25,34,NA
"114834",2130613,"weekly",1,213060002,1,25,34,NA
"114835",2130614,"weekly",1,213060003,1,25,34,NA
"114836",2130615,"weekly",1,213060034,1,25,34,NA
"114837",2130616,"weekly",1,213060035,1,25,34,NA
"114838",2130617,"weekly",1,213060036,1,25,34,NA
"114839",2130618,"weekly",1,213060037,1,25,34,NA
"114840",2130620,"weekly",1,213060039,1,25,34,NA
"114841",2130709,"daily",3,213070002,1,NA,NA,NA
"25563",2130709,"daily",3,213070003,1,NA,NA,NA
"32760",2130709,"daily",3,213070001,1,25,34,NA
"114842",2130909,"daily",1,213090001,1,35,44,NA
"114843",2130911,"daily",1,213090002,1,35,44,NA
"114844",2130927,"daily",1,213090001,1,35,44,NA
"114845",2130930,"daily",1,213090002,1,35,44,NA
"114846",2131012,"daily",2,213100001,1,45,49,NA
"25564",2131012,"daily",2,213100002,1,45,54,NA
"114847",2131013,"daily",2,213100006,1,45,54,NA
"25565",2131013,"daily",2,213100005,1,45,49,NA
"114848",2131014,"daily",1,213100023,1,45,54,NA
"114849",2131015,"daily",2,213100034,1,45,49,NA
"25566",2131015,"daily",2,213100035,1,45,54,NA
"114850",2131016,"daily",2,213100055,1,45,49,NA
"25567",2131016,"daily",2,213100056,1,45,54,NA
"114851",2131018,"daily",2,213100063,1,45,49,NA
"25568",2131018,"daily",2,213100064,1,45,54,NA
"114852",2131019,"daily",2,213100067,1,45,49,NA
"25569",2131019,"daily",2,213100068,1,45,54,NA
"114853",2131020,"daily",2,213100069,1,45,49,NA
"25570",2131020,"daily",2,213100070,1,45,54,NA
"114854",2131021,"daily",2,213100084,1,45,54,NA
"25571",2131021,"daily",2,213100083,1,45,49,NA
"114855",2131022,"daily",2,213100095,1,45,49,NA
"25572",2131022,"daily",2,213100096,1,45,54,NA
"114856",2131023,"daily",2,213100117,1,45,54,NA
"25573",2131023,"daily",2,213100116,1,45,49,NA
"114857",2131024,"daily",2,213100127,1,45,49,NA
"25574",2131024,"daily",2,213100128,1,45,54,NA
"114858",2131025,"daily",2,213100135,1,45,54,NA
"25575",2131025,"daily",2,213100134,1,45,49,NA
"114859",2131026,"daily",2,213100150,1,45,49,NA
"25576",2131026,"daily",2,213100151,1,45,54,NA
"114860",2131027,"daily",2,213100154,1,45,54,NA
"25577",2131027,"daily",2,213100153,1,45,49,NA
"114861",2131028,"daily",2,213100156,1,45,54,NA
"25578",2131028,"daily",2,213100155,1,45,49,NA
"114862",2131033,"daily",1,213100157,1,45,49,NA
"114863",2131034,"daily",2,213100160,1,45,49,NA
"25579",2131034,"daily",2,213100161,1,45,54,NA
"114864",2131036,"daily",2,213100162,1,45,49,NA
"25580",2131036,"daily",2,213100163,1,45,54,NA
"114865",2131037,"daily",2,213100183,1,45,49,NA
"25581",2131037,"daily",2,213100184,1,45,54,NA
"114866",2131038,"daily",2,213100185,1,45,49,NA
"25582",2131038,"daily",2,213100186,1,45,54,NA
"114867",2131039,"daily",1,213100189,1,45,49,NA
"114868",2131042,"daily",1,213100191,1,45,49,NA
"114869",2131043,"daily",2,213100208,1,45,54,NA
"25583",2131043,"daily",2,213100207,1,45,49,NA
"114870",2131124,"a few times a year",2,213110058,1,45,54,NA
"25584",2131124,"a few times a year",2,213110057,1,25,34,NA
"32761",2131124,"daily",1,213110052,1,25,34,NA
"4968",2131124,"weekly",1,213110054,1,25,34,NA
"114871",2131126,"first time",1,213110059,1,20,24,NA
"114872",2131127,"weekly",1,213110067,1,25,34,NA
"114873",2131130,"weekly",1,213110080,1,25,34,NA
"114874",2131139,"daily",1,213110238,1,25,34,NA
"114875",2131209,"daily",2,213120001,1,12,15,NA
"25585",2131209,"daily",2,213120004,1,35,44,NA
"114876",2131210,"daily",2,213120002,1,12,15,NA
"25586",2131210,"daily",2,213120005,1,35,44,NA
"114877",2131211,"daily",2,213120003,1,12,15,NA
"25587",2131211,"daily",2,213120006,1,35,44,NA
"114878",2131212,"daily",2,213120001,1,35,44,NA
"25588",2131212,"daily",2,213120002,1,12,15,NA
"114879",2131213,"daily",2,213120006,1,12,15,NA
"25589",2131213,"daily",2,213120005,1,35,44,NA
"114880",2131214,"daily",2,213120007,1,35,44,NA
"25590",2131214,"daily",2,213120008,1,12,15,NA
"114881",2131218,"daily",2,213120009,1,35,44,NA
"25591",2131218,"daily",2,213120010,1,12,15,NA
"114882",2131219,"daily",2,213120011,1,35,44,NA
"25592",2131219,"daily",2,213120012,1,12,15,NA
"114883",2131220,"daily",2,213120013,1,35,44,NA
"25593",2131220,"daily",2,213120014,1,12,15,NA
"114884",2131221,"daily",2,213120015,1,35,44,NA
"25594",2131221,"daily",2,213120016,1,12,15,NA
"114885",2131222,"daily",2,213120017,1,35,44,NA
"25595",2131222,"daily",2,213120018,1,12,15,NA
"114886",2131223,"daily",2,213120020,1,12,15,NA
"25596",2131223,"daily",2,213120019,1,35,44,NA
"114887",2131224,"daily",2,213120021,1,35,44,NA
"25597",2131224,"daily",2,213120022,1,12,15,NA
"114888",2131225,"daily",2,213120023,1,45,54,NA
"25598",2131225,"daily",2,213120024,1,12,15,NA
"114889",2131226,"daily",2,213120025,1,35,44,NA
"25599",2131226,"daily",2,213120026,1,12,15,NA
"114890",2131227,"daily",2,213120027,1,35,44,NA
"25600",2131227,"daily",2,213120028,1,12,15,NA
"114891",2131228,"daily",2,213120029,1,35,44,NA
"25601",2131228,"daily",2,213120030,1,12,15,NA
"114892",2131229,"a few times a year",3,213120034,1,35,44,NA
"25602",2131229,"a few times a year",3,213120035,1,35,44,NA
"32762",2131229,"a few times a year",3,213120033,1,35,44,NA
"4969",2131229,"daily",2,213120032,1,12,15,NA
"5391",2131229,"daily",2,213120031,1,35,44,NA
"114893",2131230,"daily",2,213120036,1,35,44,NA
"25603",2131230,"daily",2,213120037,1,12,15,NA
"114894",2131231,"daily",2,213120038,1,35,44,NA
"25604",2131231,"daily",2,213120039,1,12,15,NA
"114895",2131232,"daily",2,213120040,1,35,44,NA
"25605",2131232,"daily",2,213120041,1,12,15,NA
"114896",2131233,"daily",2,213120042,1,35,44,NA
"25606",2131233,"daily",2,213120043,1,12,15,NA
"114897",2131234,"a few times a year",2,213120047,1,25,34,NA
"25607",2131234,"a few times a year",2,213120046,1,20,24,NA
"32763",2131234,"daily",2,213120045,1,12,15,NA
"4970",2131234,"daily",2,213120044,1,35,44,NA
"114898",2131235,"daily",2,213120048,1,35,44,NA
"25608",2131235,"daily",2,213120049,1,12,15,NA
"114899",2131236,"daily",2,213120051,1,12,15,NA
"25609",2131236,"daily",2,213120050,1,35,44,NA
"114900",2131239,"daily",2,213120054,1,35,44,NA
"25610",2131239,"daily",2,213120055,1,12,15,NA
"114901",2131240,"daily",2,213120057,1,12,15,NA
"25611",2131240,"daily",2,213120056,1,35,44,NA
"114902",2131241,"daily",2,213120058,1,35,44,NA
"25612",2131241,"daily",2,213120059,1,12,15,NA
"114903",2131242,"daily",2,213120061,1,12,15,NA
"25613",2131242,"daily",2,213120060,1,35,44,NA
"114904",2131243,"daily",2,213120063,1,12,15,NA
"25614",2131243,"daily",2,213120062,1,35,44,NA
"114905",2131309,"daily",1,213130001,1,35,44,NA
"114906",2131310,"daily",1,213130002,1,35,44,NA
"114907",2131311,"daily",1,213130003,1,35,44,NA
"25615",2131311,"monthly",1,213130004,1,35,44,NA
"114908",2131312,"daily",1,213130001,1,35,44,NA
"114909",2131313,"daily",1,213130002,1,35,44,NA
"114910",2131314,"daily",1,213130003,1,35,44,NA
"114911",2131315,"daily",1,213130005,1,35,44,NA
"114912",2131316,"daily",1,213130008,1,35,44,NA
"25616",2131316,"weekly",1,213130009,1,35,44,NA
"114913",2131317,"daily",1,213130011,1,35,44,NA
"25617",2131317,"weekly",1,213130012,1,35,44,NA
"114914",2131318,"daily",1,213130014,1,35,44,NA
"25618",2131318,"weekly",1,213130016,1,35,44,NA
"114915",2131319,"a few times a year",1,213130021,1,65,69,NA
"25619",2131319,"daily",2,213130020,1,35,44,NA
"32764",2131319,"daily",2,213130018,1,35,44,NA
"4971",2131319,"weekly",1,213130019,1,35,44,NA
"114916",2131321,"daily",1,213130022,1,35,44,NA
"114917",2131322,"daily",1,213130023,1,35,44,NA
"114918",2131324,"daily",1,213130024,1,35,44,NA
"114919",2131325,"daily",1,213130025,1,35,44,NA
"114920",2131326,"daily",1,213130026,1,35,44,NA
"114921",2131327,"daily",1,213130027,1,35,44,NA
"114922",2131328,"daily",1,213130028,1,35,44,NA
"114923",2131329,"daily",1,213130029,1,35,44,NA
"114924",2131330,"daily",1,213130030,1,35,44,NA
"114925",2131331,"daily",1,213130031,1,35,44,NA
"114926",2131332,"daily",1,213130033,1,35,44,NA
"114927",2131333,"daily",1,213130034,1,35,44,NA
"114928",2131334,"daily",1,213130035,1,35,44,NA
"114929",2131335,"daily",1,213130037,1,35,44,NA
"25620",2131335,"weekly",1,213130039,1,35,44,NA
"114930",2131336,"daily",1,213130040,1,35,44,NA
"114931",2131337,"daily",1,213130041,1,35,44,NA
"25621",2131337,"weekly",1,213130042,1,35,44,NA
"114932",2131339,"daily",1,213130043,1,35,44,NA
"114933",2131340,"daily",1,213130044,1,35,44,NA
"114934",2131341,"daily",1,213130045,1,35,44,NA
"25622",2131341,"weekly",1,213130046,1,35,44,NA
"114935",2131342,"daily",1,213130047,1,35,44,NA
"114936",2131412,"daily",1,213140001,1,25,34,NA
"114937",2131418,"daily",1,213140004,1,25,34,NA
"114938",2131419,"daily",1,213140005,1,25,34,NA
"114939",2131420,"daily",1,213140006,1,25,34,NA
"114940",2131421,"daily",1,213140007,1,25,34,NA
"114941",2131422,"daily",1,213140008,1,25,34,NA
"114942",2131423,"monthly",1,213140009,1,25,34,NA
"114943",2131424,"daily",1,213140010,1,25,34,NA
"114944",2131425,"daily",1,213140011,1,25,34,NA
"114945",2131427,"daily",1,213140012,1,25,34,NA
"114946",2131429,"daily",1,213140013,1,25,34,NA
"114947",2131430,"daily",1,213140014,1,25,34,NA
"114948",2131431,"daily",1,213140015,1,25,34,NA
"114949",2131434,"daily",1,213140016,1,25,34,NA
"114950",2131435,"daily",1,213140017,1,25,34,NA
"114951",2131440,"daily",1,213140018,1,25,34,NA
"114952",2131441,"daily",1,213140019,1,25,34,NA
"114953",2131442,"daily",1,213140020,1,25,34,NA
"114954",2131443,"daily",1,213140021,1,25,34,NA
"114955",2131512,"monthly",2,213150004,1,10,14,NA
"25623",2131512,"monthly",2,213150003,1,5,9,NA
"32765",2131512,"weekly",1,213150001,1,35,44,NA
"114956",2131518,"weekly",1,213150010,1,35,44,NA
"114957",2131525,"weekly",1,213150018,1,35,44,NA
"114958",2131526,"weekly",7,213150031,1,10,14,NA
"25624",2131526,"weekly",7,213150032,1,5,9,NA
"32766",2131526,"weekly",7,213150026,1,35,44,NA
"4972",2131526,"weekly",7,213150027,1,35,44,NA
"5392",2131526,"weekly",7,213150028,1,10,14,NA
"6178",2131526,"weekly",7,213150029,1,15,19,NA
"7115",2131526,"weekly",7,213150030,1,20,24,NA
"114959",2131609,"daily",1,213160001,1,20,24,NA
"114960",2131712,"daily",3,213170001,1,35,44,NA
"25625",2131712,"daily",3,213170002,1,12,15,NA
"32767",2131712,"daily",3,213170003,1,12,15,NA
"114961",2131713,"daily",3,213170004,1,35,44,NA
"25626",2131713,"daily",3,213170005,1,12,15,NA
"32768",2131713,"daily",3,213170006,1,12,15,NA
"114962",2131714,"daily",3,213170028,1,12,15,NA
"25627",2131714,"daily",3,213170029,1,12,15,NA
"32769",2131714,"daily",3,213170027,1,35,44,NA
"114963",2131715,"daily",3,213170032,1,12,15,NA
"25628",2131715,"daily",3,213170030,1,35,44,NA
"32770",2131715,"daily",3,213170031,1,35,44,NA
"114964",2131716,"daily",3,213170034,1,35,44,NA
"25629",2131716,"daily",3,213170035,1,12,15,NA
"32771",2131716,"daily",3,213170033,1,35,44,NA
"114965",2131717,"daily",3,213170058,1,12,15,NA
"25630",2131717,"daily",3,213170056,1,35,44,NA
"32772",2131717,"daily",3,213170057,1,12,15,NA
"114966",2131718,"daily",3,213170079,1,35,44,NA
"25631",2131718,"daily",3,213170080,1,12,15,NA
"32773",2131718,"daily",3,213170081,1,12,15,NA
"114967",2131719,"daily",3,213170082,1,35,44,NA
"25632",2131719,"daily",3,213170083,1,12,15,NA
"32774",2131719,"daily",3,213170084,1,12,15,NA
"114968",2131720,"daily",3,213170086,1,12,15,NA
"25633",2131720,"daily",3,213170087,1,12,15,NA
"32775",2131720,"daily",3,213170085,1,35,44,NA
"114969",2131721,"daily",3,213170088,1,35,44,NA
"25634",2131721,"daily",3,213170089,1,12,15,NA
"32776",2131721,"daily",3,213170090,1,12,15,NA
"114970",2131722,"daily",3,213170091,1,35,44,NA
"25635",2131722,"daily",3,213170092,1,12,15,NA
"32777",2131722,"daily",3,213170093,1,12,15,NA
"114971",2131723,"daily",3,213170095,1,12,15,NA
"25636",2131723,"daily",3,213170096,1,12,15,NA
"32778",2131723,"daily",3,213170094,1,35,44,NA
"114972",2131724,"daily",3,213170104,1,12,15,NA
"25637",2131724,"daily",3,213170102,1,35,44,NA
"32779",2131724,"daily",3,213170103,1,12,15,NA
"114973",2131725,"daily",3,213170105,1,35,44,NA
"25638",2131725,"daily",3,213170106,1,12,15,NA
"32780",2131725,"daily",3,213170107,1,12,15,NA
"114974",2131726,"daily",3,213170109,1,12,15,NA
"25639",2131726,"daily",3,213170110,1,12,15,NA
"32781",2131726,"daily",3,213170108,1,35,44,NA
"114975",2131727,"daily",2,213170111,1,35,44,NA
"25640",2131727,"daily",2,213170112,1,12,15,NA
"114976",2131728,"daily",3,213170114,1,35,44,NA
"25641",2131728,"daily",3,213170115,1,12,15,NA
"32782",2131728,"daily",3,213170116,1,12,15,NA
"114977",2131731,"daily",3,213170119,1,12,15,NA
"25642",2131731,"daily",3,213170118,1,12,15,NA
"32783",2131731,"daily",3,213170117,1,35,44,NA
"114978",2131732,"daily",3,213170121,1,12,15,NA
"25643",2131732,"daily",3,213170122,1,12,15,NA
"32784",2131732,"daily",3,213170120,1,35,44,NA
"114979",2131734,"daily",3,213170125,1,12,15,NA
"25644",2131734,"daily",3,213170123,1,35,44,NA
"32785",2131734,"daily",3,213170124,1,12,15,NA
"114980",2131735,"daily",3,213170126,1,35,44,NA
"25645",2131735,"daily",3,213170127,1,12,15,NA
"32786",2131735,"daily",3,213170128,1,12,15,NA
"114981",2131736,"daily",3,213170129,1,35,44,NA
"25646",2131736,"daily",3,213170130,1,12,15,NA
"32787",2131736,"daily",3,213170131,1,12,15,NA
"114982",2131737,"daily",2,213170133,1,12,15,NA
"25647",2131737,"daily",2,213170132,1,12,15,NA
"114983",2131738,"daily",3,213170138,1,35,44,NA
"25648",2131738,"daily",3,213170139,1,12,15,NA
"32788",2131738,"daily",3,213170140,1,12,15,NA
"114984",2131739,"daily",3,213170142,1,12,15,NA
"25649",2131739,"daily",3,213170143,1,12,15,NA
"32789",2131739,"daily",3,213170141,1,35,44,NA
"114985",2131740,"daily",3,213170147,1,12,15,NA
"25650",2131740,"daily",3,213170145,1,35,44,NA
"32790",2131740,"daily",3,213170146,1,12,15,NA
"114986",2131742,"daily",3,213170148,1,35,44,NA
"25651",2131742,"daily",3,213170149,1,12,15,NA
"32791",2131742,"daily",3,213170150,1,12,15,NA
"114987",2131816,"daily",1,213180012,1,60,64,NA
"114988",2131819,"daily",1,213180014,1,60,64,NA
"114989",2131821,"daily",1,213180016,1,60,64,NA
"114990",2131912,"daily",4,213190003,1,20,24,NA
"25652",2131912,"daily",4,213190004,1,20,24,NA
"32792",2131912,"daily",4,213190001,1,45,49,NA
"4973",2131912,"daily",4,213190002,1,45,54,NA
"114991",2131913,"daily",3,213190007,1,20,24,NA
"25653",2131913,"daily",3,213190005,1,45,49,NA
"32793",2131913,"daily",3,213190006,1,45,54,NA
"114992",2131919,"daily",4,213190041,1,20,24,NA
"25654",2131919,"daily",4,213190038,1,45,49,NA
"32794",2131919,"daily",4,213190039,1,45,54,NA
"4974",2131919,"daily",4,213190040,1,20,24,NA
"114993",2131924,"daily",1,213190042,1,45,49,NA
"114994",2131934,"daily",1,213190050,1,45,49,NA
"114995",2132309,"daily",2,213230006,1,5,9,NA
"25655",2132309,"daily",2,213230003,1,NA,NA,NA
"114996",2132311,"daily",3,213230001,1,12,15,NA
"25656",2132311,"daily",3,213230002,1,18,19,NA
"32795",2132311,"daily",3,213230004,1,NA,NA,NA
"114997",2132312,"daily",1,213230001,1,5,11,NA
"114998",2132313,"daily",3,213230004,1,5,11,NA
