DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y39,M,DE,2019,508867,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y39,M,FI,2019,35280,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y39,M,IT,2019,383565,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y39,M,LU,2019,4724,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y39,M,NL,2019,101876,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y39,M,PL,2019,310718,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y39,M,UK,2019,430114,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,F,BE,2019,62663,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,F,DE,2019,372898,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,F,FI,2019,28746,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,F,IT,2019,241983,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,F,LU,2019,3256,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,F,NL,2019,87493,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,F,PL,2019,183046,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,F,UK,2019,391694,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,M,BE,2019,65941,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,M,DE,2019,393733,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,M,FI,2019,30082,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,M,IT,2019,256257,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,M,LU,2019,3496,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,M,NL,2019,91332,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,M,PL,2019,193764,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y4,M,UK,2019,412237,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,F,BE,2019,74283,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,F,DE,2019,493223,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,F,FI,2019,33454,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,F,IT,2019,403489,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,F,LU,2019,4685,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,F,NL,2019,102294,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,F,PL,2019,293964,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,F,UK,2019,412103,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,M,BE,2019,74709,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,M,DE,2019,501847,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,M,FI,2019,35598,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,M,IT,2019,404602,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,M,LU,2019,4717,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,M,NL,2019,101698,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,M,PL,2019,301672,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y40,M,UK,2019,407755,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,F,BE,2019,73198,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,F,DE,2019,488232,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,F,FI,2019,33991,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,F,IT,2019,417606,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,F,LU,2019,4676,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,F,NL,2019,101063,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,F,PL,2019,291942,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,F,UK,2019,394372,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,M,BE,2019,74039,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,M,DE,2019,497409,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,M,FI,2019,35687,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,M,IT,2019,416373,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,M,LU,2019,4737,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,M,NL,2019,99964,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,M,PL,2019,299451,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y41,M,UK,2019,390587,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,F,BE,2019,72035,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,F,DE,2019,480318,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,F,FI,2019,33985,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,F,IT,2019,436238,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,F,LU,2019,4478,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,F,NL,2019,101442,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,F,PL,2019,294053,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,F,UK,2019,395852,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,M,BE,2019,73234,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,M,DE,2019,486195,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,M,FI,2019,35971,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,M,IT,2019,434347,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,M,LU,2019,4638,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,M,NL,2019,101409,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,M,PL,2019,299969,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y42,M,UK,2019,390506,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,F,BE,2019,70760,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,F,DE,2019,466735,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,F,FI,2019,33170,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,F,IT,2019,457197,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,F,LU,2019,4525,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,F,NL,2019,102780,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,F,PL,2019,284296,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,F,UK,2019,404527,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,M,BE,2019,72223,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,M,DE,2019,474698,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,M,FI,2019,35251,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,M,IT,2019,453871,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,M,LU,2019,4670,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,M,NL,2019,101479,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,M,PL,2019,289660,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y43,M,UK,2019,396824,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,F,BE,2019,72531,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,F,DE,2019,474272,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,F,FI,2019,31996,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,F,IT,2019,476041,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,F,LU,2019,4461,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,F,NL,2019,107349,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,F,PL,2019,273761,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,F,UK,2019,411864,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,M,BE,2019,74362,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,M,DE,2019,478809,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,M,FI,2019,33262,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,M,IT,2019,472267,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,M,LU,2019,4590,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,M,NL,2019,105910,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,M,PL,2019,279586,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y44,M,UK,2019,403815,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,F,BE,2019,73789,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,F,DE,2019,478323,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,F,FI,2019,28905,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,F,IT,2019,474216,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,F,LU,2019,4362,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,F,NL,2019,111095,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,F,PL,2019,263665,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,F,UK,2019,424616,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,M,BE,2019,76129,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,M,DE,2019,481345,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,M,FI,2019,30537,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,M,IT,2019,468310,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,M,LU,2019,4610,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,M,NL,2019,109548,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,M,PL,2019,267850,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y45,M,UK,2019,416414,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,F,BE,2019,76583,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,F,DE,2019,515871,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,F,FI,2019,29932,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,F,IT,2019,478371,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,F,LU,2019,4451,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,F,NL,2019,120235,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,F,PL,2019,253989,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,F,UK,2019,443071,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,M,BE,2019,78000,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,M,DE,2019,522398,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,M,FI,2019,31446,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,M,IT,2019,473273,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,M,LU,2019,4713,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,M,NL,2019,118352,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,M,PL,2019,257886,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y46,M,UK,2019,434560,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,F,BE,2019,77967,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,F,DE,2019,565711,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,F,FI,2019,31235,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,F,IT,2019,484958,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,F,LU,2019,4543,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,F,NL,2019,125015,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,F,PL,2019,244980,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,F,UK,2019,461346,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,M,BE,2019,79330,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,M,DE,2019,574308,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,M,FI,2019,31943,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,M,IT,2019,475915,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,M,LU,2019,4887,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,M,NL,2019,124918,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,M,PL,2019,246015,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y47,M,UK,2019,449085,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,F,BE,2019,78282,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,F,DE,2019,585955,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,F,FI,2019,32226,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,F,IT,2019,480428,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,F,LU,2019,4544,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,F,NL,2019,130281,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,F,PL,2019,236702,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,F,UK,2019,464468,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,M,BE,2019,80527,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,M,DE,2019,594783,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,M,FI,2019,32921,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,M,IT,2019,471964,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,M,LU,2019,4683,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,M,NL,2019,130255,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,M,PL,2019,238619,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y48,M,UK,2019,449453,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,F,BE,2019,77424,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,F,DE,2019,626442,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,F,FI,2019,32707,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,F,IT,2019,494321,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,F,LU,2019,4542,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,F,NL,2019,132553,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,F,PL,2019,229024,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,F,UK,2019,464555,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,M,BE,2019,79497,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,M,DE,2019,639383,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,M,FI,2019,33726,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,M,IT,2019,483524,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,M,LU,2019,4848,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,M,NL,2019,133467,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,M,PL,2019,228534,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y49,M,UK,2019,449671,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,F,BE,2019,63093,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,F,DE,2019,359630,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,F,FI,2019,29099,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,F,IT,2019,246502,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,F,LU,2019,3329,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,F,NL,2019,85223,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,F,PL,2019,180490,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,F,UK,2019,398022,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,M,BE,2019,66288,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,M,DE,2019,380099,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,M,FI,2019,30769,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,M,IT,2019,260616,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,M,LU,2019,3401,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,M,NL,2019,89987,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,M,PL,2019,190439,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y5,M,UK,2019,418608,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,F,BE,2019,77333,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,F,DE,2019,655193,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,F,FI,2019,35285,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,F,IT,2019,491414,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,F,LU,2019,4489,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,F,NL,2019,127180,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,F,PL,2019,224758,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,F,UK,2019,470253,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,M,BE,2019,79013,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,M,DE,2019,668504,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,M,FI,2019,35793,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,M,IT,2019,479538,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,M,LU,2019,4941,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,M,NL,2019,127729,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,M,PL,2019,224029,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y50,M,UK,2019,455073,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,F,BE,2019,76914,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,F,DE,2019,671992,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,F,FI,2019,36069,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,F,IT,2019,494767,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,F,LU,2019,4564,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,F,NL,2019,125233,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,F,PL,2019,222771,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,F,UK,2019,472224,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,M,BE,2019,79590,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,M,DE,2019,684228,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,M,FI,2019,36684,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,M,IT,2019,479659,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,M,LU,2019,4927,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,M,NL,2019,126713,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,M,PL,2019,221060,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y51,M,UK,2019,458960,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,F,BE,2019,78984,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,F,DE,2019,688474,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,F,FI,2019,36307,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,F,IT,2019,497603,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,F,LU,2019,4428,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,F,NL,2019,125869,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,F,PL,2019,224290,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,F,UK,2019,475136,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,M,BE,2019,81021,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,M,DE,2019,701292,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,M,FI,2019,36724,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,M,IT,2019,485399,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,M,LU,2019,4859,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,M,NL,2019,127228,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,M,PL,2019,221084,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y52,M,UK,2019,461077,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,F,BE,2019,80437,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,F,DE,2019,688686,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,F,FI,2019,36472,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,F,IT,2019,496845,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,F,LU,2019,4416,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,F,NL,2019,127121,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,F,PL,2019,226959,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,F,UK,2019,477584,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,M,BE,2019,82568,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,M,DE,2019,703108,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,M,FI,2019,36735,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,M,IT,2019,483386,b
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,M,LU,2019,4906,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,M,NL,2019,129271,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,Y53,M,PL,2019,222557,
